Colombia,Venezuela,Mexico,Argentina
-42.17,7.1,6.05,0.39
5.7,2.78,0.97,0.59
-35.62,22.38,15.1,0.38
-7.02,30.98,17.08,0.4
5528.5,387.99,19.99,0.38
-81.49,17.98,4,0.79
7.69,14.34,5,0.49
7917.76,525.98,19.99,0.37
81.29,9.11,2.15,0.4
56.22,6.08,1.82,0.35
-59.75,4.98,7.44,0.36
-27.57,6.48,8.74,0.36
-911.56,38.94,35,0.8
-179.5,95.43,19.99,0.79
-144.68,5.18,5.74,0.36
229.78,85.99,3.3,0.37
619.71,370.98,99,0.65
-152.52,3.98,5.26,0.38
-18.85,6.48,5.4,0.37
921.7,136.98,24.49,0.59
5050.1,399.98,12.06,0.56
-17.01,8.33,1.99,0.52
203.01,15.67,1.39,0.38
-13.32,11.29,5.03,0.59
1638.48,120.98,3.99,0.6
64.81,50.98,14.19,0.56
-148.77,4.89,4.93,0.66
-3.75,3.8,1.49,0.38
-38.45,10.89,4.5,0.59
-36.46,7.64,5.83,0.36
13.46,9.99,5.12,0.4
508.96,39.06,10.55,0.37
805.43,37.7,2.99,0.35
-15.96,8.85,5.6,0.36
-470.85,40.48,19.99,0.77
101.78,26.48,6.93,0.49
346.43,45.98,4.8,0.68
250.43,35.44,5.09,0.38
-24.2,14.42,6.75,0.52
-12.02,39.98,4,0.7
263.4,12.53,0.49,0.38
37.31,5.18,2.04,0.36
703.8,162.93,19.99,0.39
-17.49,13.79,8.78,0.43
-93.61,20.99,3.3,0.81
3.96,45.99,4.99,0.57
35.72,10.98,4.8,0.36
38.03,6.47,1.22,0.4
53.87,140.81,24.49,0.57
-145.72,5.18,5.74,0.36
110.34,7.4,1.71,0.4
57.63,3.69,0.5,0.38
11.93,4.28,0.94,0.56
67.6,11.34,5.01,0.36
-95.41,4.18,6.92,0.49
296.66,55.99,3.3,0.59
-158.61,35.99,5,0.85
-106.33,160.98,30,0.62
-148.87,20.97,6.5,0.78
1276.25,80.98,7.18,0.48
468.19,48.91,5.97,0.38
71.5,10.91,2.99,0.38
31.24,12.07,6.2,0.52
-111.89,4.98,4.32,0.64
-53.81,40.98,6.5,0.74
-51.3,2.6,2.4,0.58
604.46,300.98,64.73,0.56
333.53,24.95,2.99,0.39
5.71,5.98,2.5,0.36
-1549.14,90.98,56.2,0.74
-29.98,5.98,5.35,0.4
-1248.58,114.98,58.72,0.76
-25.86,9.48,7.29,0.45
-305.91,7.77,9.23,0.58
-35.19,78.65,13.99,0.52
0.9,8.34,2.64,0.59
479.62,26.38,5.86,0.39
2.36,3.26,1.86,0.41
195.71,22.23,8.99,0.41
-6.79,2.74,3.5,0.58
-10,3.6,2.2,0.39
-1143.15,120.98,60.19,0.71
92.46,12.28,5.09,0.38
-72.86,2.52,1.92,0.82
-63.53,4.06,6.89,0.6
-38.58,9.49,5.76,0.39
24.05,3.08,0.99,0.37
8.02,9.48,3.72,0.4
54.23,70.89,89.3,0.69
-52.65,22.38,15.1,0.38
-24.44,5.98,4.69,0.68
-77.36,27.48,4,0.75
4.54,18.97,9.03,0.37
13.31,9.74,5.71,0.41
30.8,12.07,6.2,0.52
1077.13,125.99,4.2,0.57
9.82,24.92,12.98,0.39
334.53,65.99,5.63,0.56
-115,6.48,10.05,0.37
34.36,65.99,8.99,0.6
-27.73,4.98,5.49,0.38
-82.82,5.34,5.63,0.39
107.08,65.99,5.26,0.56
-785.36,95.99,35,0.39
-177.07,33.94,19.19,0.58
-10.59,20.89,1.99,0.48
27.38,3.98,0.83,0.51
761.04,136.98,24.49,0.59
-1.76,1.48,0.7,0.37
-25.43,34.54,14.72,0.37
-122.79,22.38,15.1,0.38
-633.44,262.11,62.74,0.75
585.03,55.48,14.3,0.37
-4.7,10.91,2.99,0.38
232.58,10.67,1.39,0.39
-570.18,130.98,30,0.78
297.11,22.23,3.63,0.52
3.77,6.68,1.5,0.48
1.33,10.4,5.4,0.51
-1572.64,499.99,24.49,0.36
-39.64,15.99,13.18,0.37
127.17,26.64,5.3,0.37
-6.7,12.07,6.2,0.52
-111.8,5.98,4.69,0.68
21.05,12.28,5.09,0.38
-364.87,150.98,39.25,0.75
-528.65,218.75,69.64,0.77
1197.05,399.98,12.06,0.56
64.14,21.38,2.99,0.36
134.21,22.23,3.63,0.52
-226.41,25.98,14.36,0.6
-505.76,150.89,60.2,0.77
-173.1,90.97,28,0.38
-96.16,20.34,35,0.84
-128.47,5.02,5.14,0.79
745.48,115.99,5.26,0.57
-168.75,7.77,9.23,0.58
1425.11,306.14,26.53,0.56
-7.39,18.97,9.54,0.37
-969.05,400.98,42.52,0.71
248.67,35.99,5.99,0.38
-2.07,2.94,0.96,0.58
-572.69,236.97,59.24,0.61
-7.84,19.98,8.68,0.37
-65.54,6.48,6.6,0.37
-9.09,1.98,0.7,0.83
-627.64,259.71,66.67,0.61
1184.68,179.99,13.99,0.57
834.96,279.81,23.19,0.59
81.77,4.91,0.5,0.36
-253.74,19.94,14.87,0.57
-148.4,4.13,5.34,0.38
-199.46,180.98,26.2,0.59
308.93,65.99,8.99,0.56
-89.75,7.1,6.05,0.39
-32.52,3.74,0.94,0.83
8.6,4.48,2.5,0.37
-189.02,89.99,42,0.66
-175.15,7.28,7.98,0.42
-286.47,95.43,19.99,0.79
-175.26,6.48,7.91,0.37
-385,159.31,60,0.55
-139.84,55.99,5,0.83
21,14.28,2.99,0.39
-787.7,205.99,5.99,0.59
-104.8,1.86,2.58,0.82
110.44,19.98,5.97,0.38
241.15,99.99,19.99,0.52
-28.81,12.07,6.2,0.52
-22.55,11.97,4.98,0.58
-178.29,2.08,5.33,0.43
-17.69,2.6,2.4,0.58
43.55,42.76,6.22,0.37
755.28,218.08,18.06,0.57
-309.48,64.65,35,0.8
38.91,20.99,0.99,0.57
6.87,2.1,0.7,0.57
3083.98,355.98,58.92,0.64
7360.43,500.98,26,0.6
-633.44,262.11,62.74,0.75
-1615.59,70.89,89.3,0.69
731.72,43.98,1.99,0.44
840.05,35.99,0.99,0.35
-67.68,95.43,19.99,0.79
-22.33,49.99,19.99,0.45
-506.31,125.99,8.99,0.59
-45.43,70.97,3.5,0.59
3.32,4.13,1.23,0.55
-53.06,4.95,5.32,0.41
-113.77,130.98,30,0.78
3.27,7.04,2.17,0.38
-28.88,6.48,7.49,0.37
-15.42,17.98,8.51,0.4
-103.28,6.48,6.57,0.37
-102.3,70.98,26.85,0.37
170.9,42.8,2.99,0.36
1765.54,120.98,9.07,0.35
-246.21,135.99,28.63,0.76
-224.35,180.98,30,0.69
3545.89,367.99,19.99,0.4
77.02,4.13,0.5,0.39
-969.05,400.98,76.37,0.6
84.34,48.04,5.79,0.37
-44.33,11.66,8.99,0.59
11.23,3.29,1.35,0.4
-1330.5,120.98,58.64,0.75
65.88,5.68,1.46,0.39
1.42,1.68,1,0.35
67.36,213.45,14.7,0.59
-634.73,154.13,69,0.68
3857.57,420.98,19.99,0.35
11.65,15.23,27.75,0.76
-364.87,150.98,16.01,0.7
-49.66,22.99,8.99,0.57
33.99,44.43,46.59,0.67
-2172.14,4.48,49,0.6
-528.65,218.75,69.64,0.77
1059.08,125.99,2.5,0.6
311.58,83.1,6.13,0.45
54.78,3.75,0.5,0.37
752.96,40.98,1.99,0.44
485.02,60.98,19.99,0.38
-72.23,2.08,5.33,0.43
-1068.01,218.75,69.64,0.77
2372.08,350.99,39,0.55
-67.38,15.99,9.4,0.49
-728.18,100.98,45,0.69
-125.79,27.42,19.46,0.44
181.98,30.98,8.74,0.4
541.47,328.14,91.05,0.57
4407.44,535.64,14.7,0.59
947.31,200.99,4.2,0.59
400.82,115.99,2.5,0.55
-17.03,49.99,19.99,0.41
484.15,179.99,19.99,0.48
10.96,30.73,4,0.75
969.86,125.99,4.2,0.59
-892.79,70.98,46.74,0.56
346.54,80.98,7.18,0.48
-6.73,11.55,2.36,0.55
-257.41,65.99,8.8,0.58
23.12,10.98,3.37,0.57
-236.6,300.65,24.49,0.52
37.5,5.68,1.21,0.4
-559.78,300.97,7.18,0.48
6.79,8.34,2.64,0.59
40.2,6.47,1.22,0.4
365.25,60.65,12.23,0.64
1759.34,1360.14,14.7,0.59
-186.31,5.78,7.96,0.36
-71.95,15.31,8.78,0.57
-0.74,33.98,19.99,0.55
-43.03,17.98,8.51,0.4
-896.94,122.99,70.2,0.74
1383.32,240.98,60.2,0.56
11.65,15.23,27.75,0.76
-0.37,29.34,57.87,0.54
1413.52,100.98,7.18,0.4
56.39,30.73,4,0.75
-203.68,8.45,7.77,0.55
-6.72,30.98,19.51,0.36
-101.66,119.99,56.14,0.39
-90.3,32.98,5.5,0.75
-116.21,5.98,4.38,0.75
-42.97,6.48,5.11,0.37
-44.86,19.99,11.17,0.6
2787.59,199.99,24.49,0.46
95.91,5.84,1,0.38
52.74,5.84,1.2,0.55
36.78,10.91,2.99,0.38
22.88,22.01,5.53,0.59
71.55,9.93,1.09,0.43
-37.85,12.21,4.81,0.58
2593.14,209.84,21.21,0.59
420.05,33.98,1.99,0.45
-54.47,8.32,2.38,0.74
33.47,4.76,0.88,0.39
-715.11,286.85,61.76,0.78
196.36,33.98,1.99,0.45
-1326.29,78.8,35,0.83
11.65,15.23,27.75,0.76
63.41,37.76,12.9,0.57
-189.55,90.98,30,0.61
172.94,30.98,9.18,0.4
18.75,2.88,0.7,0.56
54.6,71.37,69,0.68
-68.93,19.98,4,0.68
-500.35,60.98,49,0.59
72.55,46.89,5.1,0.46
-119.31,9.06,9.86,0.4
-30.2,15.51,5.8,0.6
-0.74,3.38,1.09,0.39
-130.96,15.14,4.53,0.81
331.27,33.98,1.99,0.45
-14.38,7.1,6.05,0.39
5.55,99.99,19.99,0.52
56.88,20.98,1.49,0.35
-29.29,9.99,6.24,0.36
-260.35,55.99,5,0.8
-4.45,6.88,2,0.39
244.13,48.04,5.79,0.37
13.91,10.48,2.89,0.6
-421.76,130.98,30,0.78
1620.23,155.99,8.99,0.58
777.28,289.53,19.99,0.56
-2426.55,122.99,70.2,0.74
204.08,48.04,7.23,0.37
4.34,2.21,1,0.38
-71.05,7.45,6.28,0.4
-513.79,212.6,52.2,0.64
-40.76,8.12,2.83,0.77
-969.05,400.98,42.52,0.71
137.86,35.89,14.72,0.4
-39.07,3.34,7.49,0.54
2383.42,500.98,26,0.6
10.58,9.77,6.02,0.48
8.07,3.28,0.98,0.59
-10.19,4.98,4.72,0.36
24.3,31.76,45.51,0.65
-43.65,7.28,3.52,0.68
51.23,2.88,0.5,0.39
110.78,40.99,19.99,0.36
576.39,48.04,7.23,0.37
-90.07,4.18,6.92,0.49
176.63,34.58,8.99,0.56
-57.65,10.97,6.5,0.64
179.05,145.45,17.85,0.56
48.88,40.99,17.48,0.36
-80.53,17.99,8.65,0.57
28.08,13.73,6.85,0.54
1070.18,115.79,1.99,0.49
-15.03,37.44,4.27,0.46
-564.06,40.48,19.99,0.77
-134.76,4.28,5.68,0.4
-473.66,328.14,91.05,0.57
791.9,65.99,5.26,0.56
554.22,59.76,9.71,0.57
141.28,29.99,5.5,0.51
-571.24,449.99,24.49,0.52
44.58,95.43,19.99,0.79
-1331.55,550.98,45.7,0.71
-22.88,9.38,4.93,0.57
574.16,35.99,1.25,0.36
-16.56,7.64,5.83,0.36
-50.21,11.5,7.19,0.4
-22.32,2.98,2.03,0.57
-16.95,7.64,5.83,0.36
-528.65,218.75,69.64,0.72
-84.19,11.7,6.96,0.5
166.85,19.98,5.77,0.38
-60.4,8.46,3.62,0.61
-113.6,30.98,6.5,0.79
20.03,55.48,14.3,0.37
21.21,9.38,4.93,0.57
553.7,107.53,5.81,0.65
1027.63,152.48,6.5,0.74
-1.16,8.67,3.5,0.58
-123.81,73.98,4,0.79
226.72,30.93,3.92,0.44
326.56,90.97,14,0.36
-66.72,4.28,6.72,0.4
-258.8,150.98,66.27,0.65
-38.02,20.99,4.81,0.58
951.5,48.94,5.86,0.35
-22.18,10.23,4.68,0.59
-93.71,5.18,5.74,0.36
-1393.69,120.98,58.64,0.75
17.63,6.3,0.5,0.39
80.32,25.38,8.99,0.5
158.18,35.99,1.1,0.55
-295.43,125.99,2.5,0.6
198.83,9.93,1.09,0.43
5.48,2.21,1,0.38
2872.88,150.98,13.99,0.38
640.84,42.8,2.99,0.36
154.99,22.98,7.58,0.51
78.2,11.34,5.01,0.36
-44.08,1.98,4.77,0.4
1523.46,243.98,43.32,0.55
182.72,25.38,8.99,0.5
-112.92,1.74,4.08,0.53
432.98,119.99,56.14,0.39
-528.09,68.81,60,0.41
2271.68,550.98,64.59,0.66
-21.15,12.21,4.81,0.58
-381.04,218.75,69.64,0.72
-1.5,1.14,0.7,0.38
-81.86,4.98,4.7,0.38
325.88,31.78,1.99,0.42
872.13,200.97,15.59,0.36
10521.33,500.98,28.14,0.38
-6.78,4.98,4.72,0.36
45.31,7.08,2.35,0.47
96.95,12.22,2.85,0.55
-433.49,205.99,2.5,0.59
168.54,16.48,1.99,0.42
-83.96,11.7,6.96,0.5
-31.55,11.97,4.98,0.58
-25.23,26.31,5.89,0.75
-120.09,65.99,8.99,0.58
9373.96,387.99,19.99,0.38
-20.39,8.6,6.19,0.38
13.24,3.58,1.63,0.36
-973.3,105.49,41.64,0.75
-1461.65,122.99,70.2,0.74
-339.95,77.51,4,0.76
664.15,60.98,19.99,0.38
-3.66,2.52,4.28,0.44
-11769.17,3499.99,24.49,0.37
-39.12,5.38,7.57,0.36
3302.03,363.25,19.99,0.57
-67.54,31.98,6.72,0.75
46.31,4.82,1.49,0.36
-20.49,7.64,5.83,0.36
836.15,155.99,8.99,0.58
424.64,85.99,2.79,0.58
-52.92,50.98,6.5,0.73
50.95,259.71,66.67,0.61
163.42,8.34,1.43,0.35
-40.76,6.48,5.86,0.36
569.08,155.06,7.07,0.59
27220.69,6783.02,24.49,0.39
1623.7,205.99,8.99,0.56
832.62,65.99,5.26,0.56
77.68,9.93,1.09,0.43
-52.14,21.38,8.99,0.59
168.46,65.99,7.69,0.59
-115.3,65.99,8.99,0.6
-185.34,1.76,4.86,0.41
-175.47,33.98,19.99,0.55
235.51,37.94,5.08,0.38
-50.2,6.48,9.68,0.36
-28.85,4.82,5.72,0.47
701.66,35.99,0.99,0.35
-71.09,5.28,5.06,0.37
-79.08,5.28,5.57,0.4
74.75,9.11,2.25,0.52
11.96,4.2,2.26,0.36
12.55,5.58,2.99,0.37
-93.16,212.6,52.2,0.64
122.78,20.24,6.67,0.49
-238.16,55.99,5,0.83
286.01,73.98,4,0.77
22.96,10.91,2.99,0.38
-69.27,6.28,5.29,0.43
-653.49,195.99,4.2,0.6
34.1,4.91,0.5,0.36
77.04,6.04,2.14,0.38
-49.64,4.98,5.02,0.38
-138.51,2.08,5.33,0.43
-5.35,5.84,1.2,0.55
106.93,18.97,9.54,0.37
26.36,30.98,8.99,0.58
-57.16,21.38,8.99,0.59
126.81,90.97,14,0.36
105.69,25.98,5.37,0.5
886.35,170.98,35.89,0.66
-73.1,41.47,34.2,0.73
812.38,179.99,19.99,0.48
-237.6,92.23,39.61,0.67
553.36,115.99,5.92,0.58
496.43,41.71,4.5,0.56
-10.45,5.34,2.99,0.38
52.94,3.08,0.99,0.37
-73.38,5.98,7.5,0.4
-309.06,9.98,12.52,0.57
-93.23,4.91,5.68,0.36
-145.33,15.99,13.18,0.37
-79.81,6.54,5.27,0.36
-76.53,6.48,6.6,0.37
-29.69,4.82,5.24,0.39
888.62,100.97,7.18,0.46
-7.08,3.98,2.97,0.35
-66.91,7.77,9.23,0.58
1127.31,363.25,19.99,0.57
38.63,4,1.3,0.37
-95.3,12.88,4.59,0.82
1228.89,125.99,8.99,0.55
-29.21,6.68,5.41,0.37
-166.29,5.28,6.26,0.4
881.68,65.99,2.5,0.55
52.47,17.67,8.99,0.47
140.15,12.97,1.49,0.35
237.75,28.48,1.99,0.4
-125.99,32.98,5.5,0.75
-51.01,51.65,18.45,0.65
-1.44,11.99,5.99,0.36
143.08,54.2,11.1,0.64
-21.23,37.94,5.08,0.38
407.8,55.29,5.08,0.59
407.12,59.78,10.29,0.39
27.12,29.74,6.64,0.7
-92.07,5.28,5.61,0.4
1421.89,205.99,2.5,0.59
-1044.92,500.97,69.3,0.37
-74.88,21.38,8.99,0.59
-56.05,28.99,8.59,0.56
-556.18,280.98,57,0.78
180.88,36.55,13.89,0.41
167.18,22.23,3.63,0.52
3857.43,300.97,7.18,0.48
-25.38,19.23,6.15,0.44
39.69,4.91,0.5,0.36
146.51,28.15,6.17,0.55
-150.9,3.58,5.47,0.37
-150.53,2.23,4.57,0.41
-168.48,124.49,51.94,0.63
-640.6,122.99,70.2,0.74
2040.87,125.99,2.5,0.58
-30.4,3.14,1.92,0.84
-43.26,7.98,6.5,0.59
-533.44,150.98,66.27,0.65
307.25,95.99,4.9,0.56
122.54,10.91,2.99,0.38
13340.26,599.99,24.49,0.37
-397.53,125.99,8.08,0.57
126.95,25.38,8.99,0.5
728.49,48.04,5.79,0.37
69.63,18.7,8.99,0.47
-51.91,19.35,12.79,0.39
218.89,28.48,1.99,0.4
-48.55,2.08,5.33,0.43
233.56,45.99,4.99,0.56
547.96,136.98,24.49,0.59
20.09,22.84,5.47,0.39
-205.29,58.14,36.61,0.61
817.98,120.33,19.99,0.59
98.34,20.24,6.67,0.49
4722.77,400.97,14.7,0.59
-76.58,20.97,4,0.77
-26.44,6.48,9.54,0.37
-824.91,95.98,58.2,0.58
349.22,80.97,33.6,0.37
-136.45,8.04,8.94,0.4
-21.26,10.44,5.75,0.39
85.68,20.98,8.83,0.37
-61.9,5.98,5.35,0.4
-45.6,8.12,2.83,0.77
-32.3,96.45,13.99,0.38
-93.78,5.28,5.66,0.4
1590.95,200.98,23.76,0.58
1.85,12.28,6.47,0.38
-59.06,12.44,6.27,0.57
-11.04,3.74,4.69,0.35
159.25,39.98,9.2,0.65
-218.53,3.52,6.83,0.38
-4.9,5.78,8.09,0.36
7.3,5.34,2.99,0.38
283.79,23.99,6.71,0.35
11.29,6.3,0.5,0.39
408.73,70.97,3.5,0.59
-31.2,8.32,2.38,0.74
-37.19,49.99,19.99,0.45
7497.55,880.98,44.55,0.62
-1701.96,70.98,59.81,0.6
1021.07,82.99,5.5,0.44
-16.63,1.95,1.63,0.46
265.87,49.34,10.25,0.57
33.77,49.99,19.99,0.45
-194.83,124.49,51.94,0.63
47.52,8.69,2.99,0.39
-22.56,4.28,6.18,0.4
-193.97,159.31,60,0.55
-66.48,6.68,5.66,0.37
-52.33,17.7,9.47,0.59
7.5,5.18,2.04,0.36
24.83,6.08,0.91,0.51
-75.09,3.28,4.2,0.56
-5.6,50.98,6.5,0.73
42.84,4.13,0.5,0.39
-50.6,4.28,6.72,0.4
-1179.39,31.76,45.51,0.65
659.6,45.19,1.99,0.55
-28.14,4.98,6.07,0.36
3702,204.1,13.99,0.37
-113.05,20.99,2.5,0.81
-283.31,7.77,9.23,0.58
-104.43,15.14,4.53,0.81
-25.68,2.98,2.03,0.57
16.46,13.43,5.5,0.57
-593.15,376.13,85.63,0.74
-6.57,195.99,8.99,0.6
-91.48,6.48,6.6,0.37
1370.26,99.99,19.99,0.52
182.46,33.29,8.74,0.61
-67.6,4.24,5.41,0.35
-29.14,4.18,6.92,0.49
-56.91,15.15,10.13,0.38
-830.72,205.99,2.79,0.58
-382.98,122.99,70.2,0.74
104.33,20.99,4.81,0.58
-146.2,39.98,7.12,0.67
53.79,376.13,85.63,0.74
118.97,39.99,10.25,0.55
119.12,14.56,3.5,0.58
1560.96,85.99,2.5,0.35
1.25,3.08,0.99,0.37
-66.24,5.8,5.59,0.4
205.7,9.9,1.39,0.37
-87.11,15.7,11.25,0.6
-126.09,65.99,8.99,0.55
33.22,12.98,3.14,0.6
-490.84,363.25,19.99,0.57
-18.96,10.89,4.5,0.59
-150.37,3.58,5.47,0.37
89.03,41.32,8.66,0.76
731.32,145.45,17.85,0.56
-47.41,2.74,3.5,0.58
475.54,70.97,3.5,0.59
-30.19,31.98,6.72,0.75
586.93,48.58,3.99,0.56
27.2,35.51,6.31,0.58
636.03,205.99,5.26,0.56
37.14,4.73,1.52,0.36
2108.8,279.81,23.19,0.59
464.36,65.99,8.99,0.55
844.9,85.99,1.25,0.39
-98.46,20.97,6.5,0.78
61.24,155.99,3.9,0.55
220.04,21.98,2.87,0.55
192.39,15.68,3.73,0.46
44.71,14.98,8.99,0.39
-42.72,38.76,13.26,0.36
-31.54,6.48,6.6,0.37
-0.46,1.82,1,0.4
218.87,110.99,8.99,0.57
-1864.08,122.99,70.2,0.74
-0.31,21.98,2.87,0.55
524.88,67.28,19.99,0.4
-1195.12,130.98,54.74,0.69
-6.34,2.78,1.25,0.59
-4.04,2.94,0.96,0.58
-48.51,4.24,5.41,0.35
-1845.66,4.48,49,0.6
35.09,2.61,0.5,0.39
-65.21,21.38,8.99,0.59
-113.45,6.68,6.93,0.37
-141.44,6.48,6.74,0.37
-250.53,14.81,13.32,0.43
86.33,20.24,6.67,0.49
7176.12,500.98,28.14,0.38
624.36,120.98,30,0.64
1107.53,209.84,21.21,0.59
-28.35,11.5,7.19,0.4
-161.56,5.77,5.92,0.55
251.43,525.98,19.99,0.37
190.53,16.51,2.99,0.37
-93.41,5.98,3.85,0.68
2.69,13.43,5.5,0.57
45,5.84,1,0.38
1365.28,205.99,8.99,0.6
-70.8,2.08,2.56,0.55
5713.53,880.98,44.55,0.62
-2.39,7.68,6.16,0.35
2.39,6.64,4.95,0.37
1196.44,95.99,4.9,0.56
624.64,60.98,19.99,0.38
124.24,11.55,2.36,0.55
597.31,48.04,5.09,0.37
-14.62,8.85,5.6,0.36
183.9,259.71,66.67,0.61
1069.61,243.98,62.94,0.57
-47.23,4.13,5.04,0.38
-90.84,7.99,5.03,0.6
-698.09,140.98,36.09,0.77
-3.95,11.58,6.97,0.35
-215.57,7.77,9.23,0.58
-327.65,4.48,49,0.6
4161.98,350.99,39,0.55
-127.11,40.98,6.5,0.74
2154.07,349.45,60,0.74
86.78,3.69,0.5,0.38
-48.85,65.99,8.99,0.59
66.47,50.98,13.66,0.58
49.82,22.24,1.99,0.43
-19.75,13.43,5.5,0.57
-0.84,152.48,6.5,0.74
-118.56,4.98,7.28,0.38
-129.69,7.99,5.03,0.6
-179.17,25.98,14.36,0.6
-59.74,3.14,1.92,0.84
-7.3,17.48,1.99,0.45
-381.16,280.98,57,0.78
-166.44,4.98,7.44,0.36
22.06,3.98,0.83,0.51
245,20.28,6.68,0.53
-50.43,90.48,19.99,0.4
76.43,22.84,8.18,0.39
-411.65,110.99,2.5,0.57
-21.85,8.6,6.19,0.38
-6.71,8.01,2.87,0.4
-615.67,205.99,8.99,0.58
-37.22,15.73,7.42,0.56
-30.84,4.98,6.07,0.36
-139.98,85.99,0.99,0.85
25.14,17.98,8.51,0.4
2914.56,419.19,19.99,0.58
-372.82,130.98,54.74,0.69
-53.57,15.14,4.53,0.81
607.5,120.98,9.07,0.35
-701.91,100.98,57.38,0.78
338.95,59.76,9.71,0.57
-57.95,19.98,4,0.68
-191.79,35.99,5,0.82
34.79,8.5,1.99,0.49
-0.05,2.18,0.78,0.52
-26.78,12.28,6.13,0.57
-23.62,6.28,5.36,0.4
7.4,7.64,1.39,0.36
39.81,3.15,0.5,0.37
-114.39,39.99,10.25,0.55
-166.55,2.16,6.05,0.37
-99.08,6.48,6.6,0.37
-2110.56,146.05,80.2,0.71
211.79,19.98,5.77,0.38
289.02,34.58,8.99,0.56
226.09,15.98,4,0.37
-301.68,95.99,4.9,0.56
622.89,63.94,14.48,0.46
-56.3,5.02,5.14,0.79
268.01,125.99,8.99,0.55
-34.73,125.99,8.08,0.57
90.86,6.98,1.6,0.38
1082.21,161.55,19.99,0.66
240.06,31.78,1.99,0.42
-81.89,48.58,54.11,0.69
-223.89,264.98,17.86,0.58
-21.38,6.81,5.48,0.37
104.77,19.84,4.1,0.44
-82.5,17.7,9.47,0.59
9.53,5.18,2.04,0.36
1871.26,142.86,19.99,0.56
846.23,243.98,43.32,0.55
1244.81,48.94,5.86,0.35
14.2,14.45,7.17,0.38
-307.96,258.98,54.31,0.55
538.49,65.99,3.99,0.59
-62.37,4.28,6.72,0.4
11.28,1.76,0.7,0.56
-15.5,10.98,3.37,0.57
123.15,6.98,1.6,0.38
-204.81,5.98,10.39,0.4
55.21,6.68,1.5,0.48
-70.43,25.98,14.36,0.6
3825.69,449.99,24.49,0.52
-22.36,7.64,5.83,0.36
317.53,37.7,2.99,0.35
